1.000000000000000000e+04,-6.600242349023191935e+01
1.000100000000000000e+04,4.514065044011550185e+02
1.000200000000000000e+04,-4.616764170602990589e+02
1.000300000000000000e+04,4.050120875372255114e+01
1.000400000000000000e+04,-1.267447224540364630e+02
1.000500000000000000e+04,-3.425345518192515328e+02
1.000600000000000000e+04,-3.965555421135891265e+02
1.000700000000000000e+04,3.355412790790877011e+02
1.000800000000000000e+04,-9.951242087062377095e+01
1.000900000000000000e+04,3.048125398062765044e+02
1.001000000000000000e+04,6.889453048978563743e+01
1.001100000000000000e+04,4.123691954559062083e+02
1.001200000000000000e+04,5.494237102476759560e+01
1.001300000000000000e+04,-1.700555075477990385e+01
1.001400000000000000e+04,-5.978499575722624968e+02
1.001500000000000000e+04,4.435022887864144536e+02
1.001600000000000000e+04,1.447744869780430008e+02
1.001700000000000000e+04,-5.741116367253624730e+01
1.001800000000000000e+04,1.343878275774605697e+02
1.001900000000000000e+04,-1.089837759891085227e+02
1.002000000000000000e+04,1.538248284250670395e+02
1.002100000000000000e+04,6.117359836022017134e+02
1.002200000000000000e+04,5.883896503384216885e+02
1.002300000000000000e+04,-1.310167999580198170e+02
1.002400000000000000e+04,-6.113562114122885305e+01
1.002500000000000000e+04,-3.742484953169716277e+02
1.002600000000000000e+04,7.415799307965284015e+01
1.002700000000000000e+04,1.374383787361042266e+02
1.002800000000000000e+04,4.200866117967909759e+02
1.002900000000000000e+04,1.967656257134437965e+02
1.003000000000000000e+04,2.684428498005311212e+02
1.003100000000000000e+04,6.384749102511087813e+02
1.003200000000000000e+04,1.273787313869197249e+02
1.003300000000000000e+04,1.349118758400209117e+00
1.003400000000000000e+04,2.271045317740819769e+01
1.003500000000000000e+04,3.422395345225640995e+02
1.003600000000000000e+04,3.077039669741718058e+02
1.003700000000000000e+04,3.481382087009400266e+02
1.003800000000000000e+04,-1.686528613073535325e+02
1.003900000000000000e+04,-2.022113090461638762e+01
1.004000000000000000e+04,-5.517499275731113357e+02
1.004100000000000000e+04,-4.299718040667398782e+02
1.004200000000000000e+04,2.618919587067434804e+02
1.004300000000000000e+04,3.898204261292214596e+02
1.004400000000000000e+04,-9.616562227356507719e+01
