Id,y
900.0,140.81932482159056
901.0,42.03844806069293
902.0,-56.48559035703092
903.0,-3.1170919534166113
904.0,-64.12783532186181
905.0,-51.08295905817352
906.0,39.08254249229726
907.0,-2.574593750403653
908.0,-54.25570354426012
909.0,205.13247935172433
910.0,46.99553131243204
911.0,-89.23690832511096
912.0,-12.384141844585109
913.0,-57.37027012269127
914.0,-39.141964878334605
915.0,42.119674020382014
916.0,-19.556806384906288
917.0,-54.307763707021145
918.0,61.98141520791016
919.0,-34.26735080525947
920.0,102.09880404105517
921.0,127.59625247223484
922.0,64.30746798006714
923.0,27.54164347963804
924.0,34.88235390832147
925.0,-8.07227787770912
926.0,-45.39569229830008
927.0,11.771017906023424
928.0,-54.10190303765713
929.0,-56.08476677990996
930.0,15.459085845545374
931.0,56.75232337096472
932.0,90.04265825186108
933.0,-103.3049847113927
934.0,28.408874252288804
935.0,25.215030336261655
936.0,-24.797676069648418
937.0,-27.007501990683792
938.0,15.375085241115922
939.0,41.12365620956565
940.0,68.82273207646124
941.0,-31.900029562164768
942.0,-5.410335973436641
943.0,60.0712629931943
944.0,-14.397873950238264
945.0,-46.25907691684956
946.0,53.43414790745382
947.0,33.89777401888017
948.0,-54.276350542535155
949.0,10.484569752174849
950.0,81.3012613608829
951.0,10.67460645085984
952.0,30.688801108384958
953.0,21.820620063783608
954.0,53.39859845400016
955.0,-17.760577652294103
956.0,49.07607538420195
957.0,3.803083511577619
958.0,-86.09626966032295
959.0,-13.130852634052566
960.0,-38.97126589537332
961.0,-25.9429158123123
962.0,7.184527368502614
963.0,-39.60884401200733
964.0,-18.17628984536593
965.0,89.37769234675145
966.0,-37.067565039501176
967.0,-26.810427394733537
968.0,15.993564114216397
969.0,11.05381494330225
970.0,-115.26005709106781
971.0,29.320493695127865
972.0,-9.43067939641702
973.0,-58.41863808607854
974.0,71.74241431438963
975.0,-66.60381126102597
976.0,-20.873162818843024
977.0,2.639304515872468
978.0,-10.065054919431747
979.0,-36.64696383479991
980.0,82.05020941980155
981.0,-115.59541864374836
982.0,-48.855314441705836
983.0,21.194408740853817
984.0,39.85195132626437
985.0,-42.20716762034327
986.0,36.18450662493819
987.0,-75.14162592633632
988.0,27.34056949430309
989.0,95.307949560018
990.0,-7.17810581315565
991.0,-4.8369849871871295
992.0,-35.07258520353013
993.0,66.77138365242216
994.0,-43.37825486320681
995.0,-29.061678274743727
996.0,23.790087207508257
997.0,-28.41321756305582
998.0,12.360005195993942
999.0,18.59281787123067
1000.0,-6.616955734770045
1001.0,82.08733953158168
1002.0,-34.78576760269382
1003.0,0.8838930812020611
1004.0,15.264746443509459
1005.0,-12.791625519509076
1006.0,-32.285591334472294
1007.0,35.68320603087739
1008.0,-118.89120788161758
1009.0,2.9086776892613533
1010.0,150.51756784476962
1011.0,-24.1807948863284
1012.0,-63.49376622354706
1013.0,-73.25082325877703
1014.0,-8.414001983391774
1015.0,76.83755689961264
1016.0,-21.8553713627629
1017.0,-107.88953272193984
1018.0,55.833888632517784
1019.0,-12.965882373497124
1020.0,-29.499810294760927
1021.0,6.936148724169648
1022.0,-3.524203736611939
1023.0,-21.895073758158595
1024.0,-41.15500352708159
1025.0,-23.445382815033376
1026.0,-89.62322302495849
1027.0,14.371724984869182
1028.0,74.9100814263935
1029.0,32.61888370914161
1030.0,-120.94001669782111
1031.0,28.18823612924085
1032.0,-17.278861659321315
1033.0,-40.4119309829535
1034.0,-72.29081823473422
1035.0,32.71775035486652
1036.0,44.213892731069485
1037.0,-3.548946639878037
1038.0,-7.692747895201553
1039.0,58.65402027393031
1040.0,-30.301020357206525
1041.0,45.49645133803633
1042.0,25.550559707203348
1043.0,-0.4480183743594419
1044.0,-22.460947470542827
1045.0,-36.21830809195057
1046.0,5.9720865673582075
1047.0,-18.49080860751284
1048.0,-35.79249964888725
1049.0,-48.70725519987073
1050.0,-21.536248584104378
1051.0,-30.465728918875048
1052.0,-59.840883775574575
1053.0,8.569503722222919
1054.0,16.01597801110164
1055.0,9.479036687387008
1056.0,-145.59300045450362
1057.0,-19.322793761213866
1058.0,-58.02311077521636
1059.0,67.96152543054833
1060.0,5.571141071930079
1061.0,-27.916406033367366
1062.0,70.19789290970732
1063.0,27.94322249204534
1064.0,4.008947491028756
1065.0,0.06586937384944536
1066.0,54.0366511798815
1067.0,-38.66073055899749
1068.0,17.97804832062656
1069.0,110.95544398155619
1070.0,50.407534588511574
1071.0,-34.76377489053298
1072.0,-14.52749808075557
1073.0,157.70079548180055
1074.0,8.819061024713637
1075.0,44.73095519051093
1076.0,-25.965971651421643
1077.0,94.78016360904262
1078.0,-77.20610186832629
1079.0,-22.504505026670287
1080.0,-27.332988147361824
1081.0,43.23935859291982
1082.0,16.424798873637197
1083.0,-7.350195590444086
1084.0,51.44242039392072
1085.0,14.919712906824541
1086.0,30.145289892829958
1087.0,13.4212897811815
1088.0,26.005340386673197
1089.0,75.51691851664506
1090.0,-88.77102474676991
1091.0,3.4580276416160634
1092.0,-75.57816478738886
1093.0,-70.263268472601
1094.0,-71.10328414196823
1095.0,55.24926840835221
1096.0,-1.2757067781372835
1097.0,-1.5035349893997885
1098.0,8.894992903431877
1099.0,18.68904978442351
1100.0,91.32107283710211
1101.0,48.960387686095906
1102.0,-65.76281931032625
1103.0,24.511319373989295
1104.0,-0.6990198432290451
1105.0,-2.333061554176076
1106.0,12.341437099145061
1107.0,86.08938348859999
1108.0,43.645851209768416
1109.0,80.16918876469796
1110.0,-49.734473013335794
1111.0,-45.444993932937486
1112.0,-32.106250725076315
1113.0,-115.10949774457173
1114.0,73.92475307584387
1115.0,-70.88112018881927
1116.0,23.026105632482405
1117.0,9.469423788240245
1118.0,-69.89227890175798
1119.0,-9.02550621822104
1120.0,5.994212731910972
1121.0,72.04193629832889
1122.0,30.16704011434519
1123.0,-20.543086622964307
1124.0,-7.1979762948001
1125.0,194.9315994510332
1126.0,-15.474741039200005
1127.0,54.279898126233654
1128.0,-36.855191245261814
1129.0,17.78594416691289
1130.0,4.736979469527501
1131.0,-61.63351768288802
1132.0,23.64331851417275
1133.0,-41.165434136377876
1134.0,2.1683108743477786
1135.0,-31.906799521771894
1136.0,26.897252266697063
1137.0,189.40762184784091
1138.0,17.48986867451216
1139.0,-46.703491717683924
1140.0,71.3415822366178
1141.0,52.28879435961685
1142.0,-24.800233311002657
1143.0,122.67115969573172
1144.0,1.1325543618423244
1145.0,-13.38137809345615
1146.0,-31.978272263256123
1147.0,52.07325169705967
1148.0,181.24074944409298
1149.0,25.601953672401287
1150.0,-7.384782565268679
1151.0,-11.843976801969625
1152.0,-0.4799434690428863
1153.0,52.52980853027103
1154.0,-7.557268604517766
1155.0,-6.603488590907563
1156.0,1.951537818698697
1157.0,47.11001944499125
1158.0,-28.363467556614268
1159.0,10.78687779590824
1160.0,-91.90732619456858
1161.0,-82.74876740099454
1162.0,-10.600071038353583
1163.0,10.862354254250576
1164.0,78.43545198086251
1165.0,47.56476093504347
1166.0,-27.974060262001842
1167.0,62.684914215477086
1168.0,6.1001452729032835
1169.0,-114.80462674440238
1170.0,48.02679027716729
1171.0,41.08728127670154
1172.0,83.23743648292077
1173.0,36.69763554273894
1174.0,-84.75316957436715
1175.0,26.107411811666857
1176.0,-99.39923103496406
